lane_id,lane_type,source_star_id,target_star_id,route_length_ly,traffic_index,economic_value,security_level
LAN-01227,Hyperlane Route,5b5bc2e0,08c6dfdb,1720.31,323.08,387.7,0.622
LAN-01228,Hyperlane Route,d7048c10,5329a15a,1275.54,332.19,398.62,0.549
LAN-01229,Hyperlane Route,eba808b1,b633c223,1285.18,277.62,333.14,0.719
LAN-01230,Hyperlane Route,dcb9022b,c95f4364,1204.01,295.56,354.67,0.641
LAN-01231,Hyperlane Route,dcb9022b,249c260a,1635.45,497.54,597.05,0.808
LAN-01232,Hyperlane Route,8bdfcdeb,549a4949,1183.74,349.36,419.23,0.699
LAN-01233,Hyperlane Route,8bdfcdeb,a0dfcd1d,1236.6,348.26,417.92,0.57
LAN-01234,Hyperlane Route,8bdfcdeb,5efb46bf,1706.26,258.06,309.67,0.514
LAN-01235,Hyperlane Route,17f2ba68,0fadbf92,1272.47,290.22,348.26,0.69
LAN-01236,Hyperlane Route,17f2ba68,a578783b,1277.36,191.1,229.32,0.837
LAN-01237,Trade Artery,b04073fa,83611aa7,1058.61,1409.45,3523.64,0.93
LAN-01238,Hyperlane Route,8c2f26da,7d4687e1,1351.94,313.35,376.03,0.804
LAN-01239,Trade Artery,8494b7b9,4ad5d8f7,1591.86,630.65,1576.63,0.942
LAN-01240,Military Corridor,bfb6257c,7c776761,792.68,362.41,362.41,0.961
LAN-01241,Hyperlane Route,30d6b446,6cb48572,1874.85,210.31,252.37,0.807
LAN-01242,Hyperlane Route,d168676a,d92d04da,909.07,477.62,573.14,0.552
LAN-01243,Hyperlane Route,ef1ac7b4,15446763,1332.2,285.07,342.08,0.843
LAN-01244,Hyperlane Route,ef1ac7b4,28d28df2,1679.79,293.36,352.04,0.802
LAN-01245,Hyperlane Route,3a7bc0a1,731fdccc,1127.24,335.49,402.59,0.631
LAN-01246,Hyperlane Route,4b7fc619,cd2e395c,1510.44,214.31,257.18,0.571
LAN-01247,Hyperlane Route,577652f8,c7017b6e,1554.4,404.72,485.66,0.635
LAN-01248,Hyperlane Route,577652f8,9f05fe7b,1572.58,304.51,365.41,0.672
LAN-01249,Hyperlane Route,6f445231,5679a237,1320.52,330.91,397.09,0.803
LAN-01250,Military Corridor,74d538e3,5a6feec9,1032.64,790.37,790.37,0.907
LAN-01251,Hyperlane Route,e41acc5f,3803da09,1920.12,431.01,517.21,0.768
LAN-01252,Military Corridor,305333b9,92ad9b56,1495.06,586.76,586.76,0.984
LAN-01253,Hyperlane Route,453749f1,15ebd3b7,1193.48,180.19,216.23,0.538
LAN-01254,Hyperlane Route,68fc2563,a0dfcd1d,1542.3,441.58,529.9,0.654
LAN-01255,Hyperlane Route,68fc2563,549a4949,1603.91,438.79,526.55,0.813
LAN-01256,Hyperlane Route,8af3cb80,2dcd4b15,1565.44,124.98,149.98,0.809
LAN-01257,Military Corridor,840d8b8f,172a4b44,1372.63,524.16,524.16,0.921
LAN-01258,Hyperlane Route,f7cfa365,4c8ab099,1555.09,350.64,420.76,0.824
LAN-01259,Hyperlane Route,29f54147,ca42f12c,717.53,107.65,129.18,0.667
LAN-01260,Hyperlane Route,29f54147,42ab1d52,729.01,375.09,450.11,0.753
LAN-01261,Military Corridor,4c130f6d,909275b3,1697.55,646.27,646.27,0.869
LAN-01262,Hyperlane Route,a915a1f1,396949f1,1863.39,219.76,263.71,0.626
LAN-01263,Hyperlane Route,e1716de2,0fadbf92,1257.93,421.77,506.13,0.598
LAN-01264,Hyperlane Route,da17f992,6b142b99,1646.93,184.28,221.14,0.835
LAN-01265,Military Corridor,bcd867ac,74d538e3,1227.31,304.43,304.43,0.99
LAN-01266,Hyperlane Route,bcd867ac,aba25f48,1334.08,370.73,444.87,0.79
LAN-01267,Hyperlane Route,bcd867ac,2b6f2de2,1947.88,217.85,261.42,0.505
LAN-01268,Military Corridor,a276d766,a8f2e669,1651.78,668.93,668.93,0.967
LAN-01269,Hyperlane Route,b2cdf39c,656b03ff,1907.39,396.19,475.43,0.55
LAN-01270,Hyperlane Route,1b268570,ab4c2378,1410.09,401.37,481.65,0.769
LAN-01271,Trade Artery,21e97463,db8fee6b,1928.42,1158.54,2896.35,0.938
LAN-01272,Hyperlane Route,a0dfcd1d,549a4949,610.11,438.37,526.04,0.715
LAN-01273,Military Corridor,2c05c3d1,eb590d95,1579.23,344.3,344.3,0.918
LAN-01274,Hyperlane Route,2c05c3d1,ba7f60fd,1738.91,131.06,157.27,0.643
LAN-01275,Hyperlane Route,efc41c68,d2fe295c,1573.52,262.84,315.41,0.523
LAN-01276,Hyperlane Route,a63bcdad,f18906fa,1473.01,239.53,287.43,0.539
LAN-01277,Hyperlane Route,aae5f615,4858724a,1897.19,423.29,507.95,0.832
LAN-01278,Hyperlane Route,3e9b6cc7,6d433985,1857.38,128.93,154.71,0.834
LAN-01279,Hyperlane Route,ec2b6c68,b0c841e9,1529.36,309.03,370.84,0.605
LAN-01280,Hyperlane Route,3ebbd767,e74ab968,1353.09,130.74,156.89,0.675
LAN-01281,Military Corridor,eb590d95,e01906e3,1254.27,697.26,697.26,0.949
LAN-01282,Hyperlane Route,bb3eb758,eaac8b8c,1594.66,120.09,144.11,0.526
LAN-01283,Hyperlane Route,bc3cf258,dbc7276b,937.45,261.15,313.38,0.603
LAN-01284,Hyperlane Route,bc3cf258,d8576aaf,1336.29,192.95,231.54,0.598
LAN-01285,Hyperlane Route,259a2489,0b27d229,1620.98,421.39,505.67,0.825
LAN-01286,Hyperlane Route,2dc6f993,2a478f10,1710.26,262.04,314.45,0.817
LAN-01287,Hyperlane Route,a08d7656,362c4daa,1415.88,228.6,274.32,0.667
LAN-01288,Military Corridor,f2146805,8676a083,431.35,413.01,413.01,0.94
LAN-01289,Hyperlane Route,69a0cbc9,58114dea,1525.92,491.59,589.91,0.711
LAN-01290,Hyperlane Route,569fbf22,638cd7d3,1371.82,243.13,291.75,0.727
LAN-01291,Hyperlane Route,f0857ddd,95d3383e,1744.37,149.17,179.0,0.811
LAN-01292,Hyperlane Route,e4d1762c,0ac55275,1573.82,301.23,361.48,0.657
LAN-01293,Hyperlane Route,e4d1762c,e5cc1727,1927.16,334.35,401.22,0.719
LAN-01294,Hyperlane Route,656b03ff,89ce852a,1642.47,128.71,154.45,0.739
LAN-01295,Hyperlane Route,41fc2dd4,e85bac43,1872.36,196.77,236.13,0.75
LAN-01296,Hyperlane Route,e02e84ef,030a27f0,271.45,429.01,514.82,0.781
LAN-01297,Hyperlane Route,746bf383,8a275897,1730.68,321.0,385.2,0.682
LAN-01298,Trade Artery,607fd3e2,93dff340,1198.54,642.88,1607.19,0.94
LAN-01299,Military Corridor,607fd3e2,5e6d8a25,1477.1,435.7,435.7,0.92
LAN-01300,Hyperlane Route,3bb488d9,9c68fb17,1321.36,213.71,256.45,0.547
LAN-01301,Hyperlane Route,3bb488d9,0e11fed7,1469.57,351.82,422.19,0.519
LAN-01302,Hyperlane Route,3bb488d9,0d51013f,1501.92,399.46,479.35,0.611
LAN-01303,Hyperlane Route,608f0962,89d8c40b,1905.72,100.05,120.06,0.679
LAN-01304,Hyperlane Route,a1205430,e93cced9,1858.54,118.74,142.49,0.597
LAN-01305,Hyperlane Route,6b4348da,4858724a,1610.22,382.79,459.35,0.522
LAN-01306,Hyperlane Route,3ce6b4ed,a58ff1f3,1007.21,435.74,522.88,0.501
LAN-01307,Trade Artery,3ce6b4ed,be9a64f4,1258.0,746.82,1867.06,0.933
LAN-01308,Hyperlane Route,3ce6b4ed,471dfbf1,1617.71,226.51,271.81,0.536
LAN-01309,Hyperlane Route,731fdccc,b7c960e0,1547.11,244.09,292.91,0.595
LAN-01310,Hyperlane Route,48b73528,0e11fed7,947.45,437.08,524.5,0.61
LAN-01311,Hyperlane Route,cbe22a8b,0b0226a3,1700.4,415.57,498.69,0.812
LAN-01312,Military Corridor,819b78b5,15d7bd9d,666.73,516.91,516.91,0.977
LAN-01313,Hyperlane Route,b2237089,15446763,1791.22,250.93,301.11,0.837
LAN-01314,Hyperlane Route,b0254239,69a94ba7,816.7,135.72,162.86,0.74
LAN-01315,Hyperlane Route,eaac8b8c,65042e39,1146.57,297.53,357.03,0.636
LAN-01316,Hyperlane Route,eaac8b8c,8b2d2a76,1426.08,353.08,423.7,0.746
LAN-01317,Hyperlane Route,abd87d06,d4909bf7,560.74,101.75,122.09,0.558
LAN-01318,Hyperlane Route,300dd191,f3143f78,1820.48,385.22,462.26,0.733
LAN-01319,Hyperlane Route,300dd191,99ee6195,1916.0,486.42,583.7,0.766
LAN-01320,Hyperlane Route,d3d826bd,4a028784,849.33,480.31,576.37,0.746
LAN-01321,Hyperlane Route,d3d826bd,6979b6fd,936.98,219.22,263.07,0.537
LAN-01322,Hyperlane Route,65042e39,8b2d2a76,1240.23,412.73,495.28,0.725
LAN-01323,Hyperlane Route,65042e39,9ebdf58b,1884.13,119.27,143.13,0.626
LAN-01324,Hyperlane Route,c95f4364,c693897f,1707.01,482.72,579.26,0.675
LAN-01325,Hyperlane Route,27bf7451,807c7f9a,1715.74,273.09,327.71,0.66
LAN-01326,Hyperlane Route,4d6b9e7d,ed0d997b,701.47,183.55,220.26,0.629
LAN-01327,Hyperlane Route,8e9aba61,de6f933e,1626.14,247.93,297.51,0.518
LAN-01328,Military Corridor,bab9d62d,e58f6e9b,1179.37,683.78,683.78,0.908
LAN-01329,Military Corridor,bab9d62d,b988e995,1607.03,711.09,711.09,0.969
LAN-01330,Military Corridor,bab9d62d,208ea3f1,1953.99,406.0,406.0,0.942
LAN-01331,Hyperlane Route,97305fd9,88137a6d,892.47,288.91,346.7,0.808
LAN-01332,Hyperlane Route,009ceee0,4c7a1f48,1614.94,186.3,223.56,0.737
LAN-01333,Military Corridor,009ceee0,74d538e3,1886.68,603.88,603.88,0.891
LAN-01334,Hyperlane Route,d92d04da,6f445231,1365.17,154.64,185.57,0.728
LAN-01335,Hyperlane Route,2d39dd9d,e835b2a3,1878.21,395.44,474.53,0.61
LAN-01336,Hyperlane Route,fa4881b8,8121bb10,1880.24,357.93,429.52,0.638
LAN-01337,Hyperlane Route,46ecf74b,88137a6d,1366.16,385.28,462.34,0.57
LAN-01338,Hyperlane Route,46ecf74b,28d28df2,1399.58,456.09,547.3,0.601
LAN-01339,Hyperlane Route,299fc6da,8b7ab053,1859.57,247.11,296.54,0.52
LAN-01340,Hyperlane Route,d509a726,7fbfec95,559.44,144.6,173.53,0.681
LAN-01341,Hyperlane Route,99ee6195,6a955b65,1163.4,207.04,248.44,0.792
LAN-01342,Hyperlane Route,99ee6195,0b27d229,1239.88,105.88,127.05,0.633
LAN-01343,Hyperlane Route,ea34b446,a64f1752,436.72,234.94,281.93,0.507
LAN-01344,Hyperlane Route,ea34b446,e2b444b8,1112.57,149.75,179.7,0.645
LAN-01345,Hyperlane Route,a576f5a6,6979b6fd,839.96,297.15,356.58,0.642
LAN-01346,Hyperlane Route,a576f5a6,4a028784,1051.96,312.38,374.85,0.708
LAN-01347,Hyperlane Route,2ee67c76,f5086a77,1670.49,103.97,124.76,0.662
LAN-01348,Hyperlane Route,2ee67c76,fc890aa7,1718.81,485.4,582.48,0.682
LAN-01349,Hyperlane Route,2ee67c76,61bec44a,1809.48,371.02,445.22,0.609
LAN-01350,Hyperlane Route,1bbd50c1,213b5d5e,1623.04,409.6,491.52,0.771
LAN-01351,Hyperlane Route,6cd46a40,3e340926,1248.18,308.52,370.22,0.842
LAN-01352,Trade Artery,6cd46a40,2e010e14,1443.1,625.55,1563.88,0.803
LAN-01353,Hyperlane Route,be3a7b58,fc1c6b53,1398.41,408.06,489.68,0.783
LAN-01354,Hyperlane Route,be3a7b58,4858724a,1946.68,148.08,177.7,0.593
LAN-01355,Hyperlane Route,d3029333,7d9dadab,1370.8,107.02,128.43,0.603
LAN-01356,Hyperlane Route,d3029333,9652fc35,1470.37,409.26,491.11,0.681
LAN-01357,Hyperlane Route,9ebdf58b,8b2d2a76,1636.07,239.24,287.09,0.63
LAN-01358,Hyperlane Route,9ebdf58b,2ee67c76,1921.78,100.54,120.65,0.605
LAN-01359,Hyperlane Route,2f94feaa,f8c6eeef,1894.72,358.58,430.3,0.841
LAN-01360,Hyperlane Route,6979b6fd,4a028784,677.25,438.82,526.59,0.508
LAN-01361,Hyperlane Route,d9468784,1bf94b9c,1144.56,459.42,551.31,0.774
LAN-01362,Hyperlane Route,d9468784,d819aef8,1296.61,412.15,494.58,0.66
LAN-01363,Hyperlane Route,15ebd3b7,a76c941f,988.66,259.2,311.04,0.606
LAN-01364,Trade Artery,c195d72c,6f116dc8,1437.2,565.69,1414.24,0.841
LAN-01365,Hyperlane Route,d2587cf7,f549dffa,1869.77,198.64,238.37,0.669
LAN-01366,Military Corridor,b47c4419,74d538e3,1312.42,673.72,673.72,0.916
LAN-01367,Hyperlane Route,2cada0c1,9341632f,971.39,123.14,147.77,0.835
LAN-01368,Hyperlane Route,2cada0c1,ca42f12c,1400.3,477.09,572.51,0.775
LAN-01369,Hyperlane Route,2cada0c1,42ab1d52,1639.32,496.53,595.84,0.691
LAN-01370,Hyperlane Route,c6d6b3fd,0a04a69f,1990.55,485.11,582.13,0.526
LAN-01371,Hyperlane Route,f436e82c,1451b4fa,943.55,246.27,295.53,0.579
LAN-01372,Hyperlane Route,650ae5a0,4a5e906d,1294.07,178.33,214.0,0.549
LAN-01373,Hyperlane Route,9ca455cb,7d4687e1,829.61,348.97,418.76,0.773
LAN-01374,Military Corridor,09f22e9f,25c7f883,1698.93,589.15,589.15,0.871
LAN-01375,Hyperlane Route,a866c35c,e31a480e,1481.38,424.45,509.34,0.723
LAN-01376,Hyperlane Route,472fc1f1,d43ca547,1824.7,255.27,306.32,0.736
LAN-01377,Hyperlane Route,92db43d5,e24dc40c,1749.63,203.96,244.75,0.621
LAN-01378,Hyperlane Route,92db43d5,08c6dfdb,1901.54,466.99,560.39,0.602
LAN-01379,Hyperlane Route,6b4a448c,e2b444b8,1038.13,288.0,345.59,0.812
LAN-01380,Military Corridor,e2190799,db8fee6b,1915.88,653.86,653.86,0.859
LAN-01381,Hyperlane Route,43535b4e,92ad9b56,1404.85,158.92,190.71,0.503
LAN-01382,Hyperlane Route,43535b4e,d34f2273,1497.63,352.37,422.84,0.657
LAN-01383,Hyperlane Route,43535b4e,a5aa5b1a,1679.71,153.71,184.45,0.835
LAN-01384,Hyperlane Route,b2397446,2b588cf5,1986.91,311.86,374.24,0.585
LAN-01385,Hyperlane Route,925eebd4,613f5597,1904.3,300.24,360.29,0.738
LAN-01386,Hyperlane Route,d4909bf7,909275b3,1845.95,130.5,156.59,0.596
LAN-01387,Hyperlane Route,4f284fdb,d8576aaf,1758.83,422.79,507.34,0.661
LAN-01388,Hyperlane Route,4c8ab099,c0f265f3,1561.68,318.63,382.36,0.651
LAN-01389,Hyperlane Route,586383c8,81be0011,1504.74,117.56,141.07,0.558
