tick,year,civilization_id,civilization_name,personality,threat_score,rival_factor,instability_factor,resource_factor,tech_factor
1,100,931aa9655e,Orionite Directorate,Scientific,68.44,50.0,12.5,4.85,1.09
1,100,df2f64c1a1,Unified Valari Council,Scientific,49.53,25.02,19.35,5.16,0.0
1,100,f27ca4fefa,Scientific Aurelite Union,Scientific,74.93,50.0,19.35,5.53,0.04
1,100,a7f6005fd2,Republic of Meroid,Scientific,30.15,0.0,25.0,5.15,0.0
1,100,4164b650a3,Unified Zylarite Council,Scientific,35.89,11.81,20.37,3.71,0.0
1,100,340ef3ab81,The Thranari Federation,Industrialist,88.67,50.0,25.0,5.08,8.6
1,100,7ba9deb67e,Consolidated Xenoid Worlds,Scientific,22.34,0.0,16.36,5.97,0.0
1,100,785ce4730c,Unified Xenan Council,Scientific,70.59,50.0,14.27,5.44,0.87
1,100,7135e43d15,Consolidated Valoid Worlds,Isolationist,54.6,30.64,17.19,6.34,0.43
1,100,dbf06f7273,Orionite Directorate,Scientific,82.14,50.0,25.0,5.07,2.07
1,100,8f64eb0a84,Vesperan Commonwealth,Industrialist,62.13,50.0,7.49,4.64,0.0
1,100,c87f4b2d09,Consolidated Zelite Worlds,Industrialist,17.68,0.0,12.5,5.17,0.0
1,100,c59e7444f5,Meran Commonwealth,Scientific,76.61,50.0,21.11,5.51,0.0
1,100,111ab1a74e,Unified Meris Council,Scientific,79.43,50.0,21.91,5.08,2.45
1,100,762d1b3438,Unified Merian Council,Scientific,56.67,28.66,22.82,4.7,0.49
1,100,41e5776038,Unified Orionan Council,Scientific,76.48,50.0,20.35,6.11,0.02
1,100,11c4291fc3,Vesperite Commonwealth,Scientific,63.19,50.0,7.22,5.55,0.43
1,100,c8c30fa0a1,Orionan Directorate,Scientific,51.1,36.33,9.03,5.49,0.25
1,100,41a9345e47,The Aurelian Federation,Isolationist,74.36,50.0,17.5,6.6,0.27
1,100,6edc6616b2,Scientific Galacticite Union,Scientific,44.36,27.72,12.06,4.58,0.0
1,100,82b29167c3,Galactican Directorate,Scientific,68.51,50.0,12.5,5.65,0.36
1,100,cbdac2fac3,Scientific Zylarex Union,Scientific,28.91,0.0,25.0,3.91,0.0
1,100,9891e1dd90,Scientific Kaelumari Union,Scientific,41.06,23.39,12.5,5.17,0.0
1,100,5087e1422a,Unified Zeloid Council,Scientific,68.18,50.0,10.64,5.34,2.19
1,100,5d94c085f5,Allied Valis Systems,Scientific,18.06,0.0,12.5,5.56,0.0
1,100,cc71651dca,Unified Solex Council,Scientific,18.16,0.0,12.87,5.29,0.0
1,100,b7f420628f,Consolidated Iota-perseis Worlds,Diplomatic,21.24,0.0,16.42,4.82,0.0
1,100,1a2a63b5eb,Allied Thranian Systems,Isolationist,70.14,50.0,13.3,5.93,0.91
1,100,9eeb4737e9,Unified Merite Council,Scientific,33.11,20.01,7.67,5.42,0.0
1,100,8e17c1b492,Solex Commonwealth,Diplomatic,71.79,50.0,12.5,5.45,3.85
1,100,35e0e185b7,Scientific Valan Union,Scientific,38.9,18.79,14.34,5.77,0.0
1,100,15c488fdb9,Unified Vesperite Council,Scientific,64.75,48.11,11.7,4.94,0.0
1,100,52be76d999,Zelian Directorate,Isolationist,66.22,50.0,10.01,5.52,0.68
1,100,2d148d0e47,Allied Cygnian Systems,Scientific,51.11,24.13,21.13,5.85,0.0
1,100,a4eac32597,Scientific Omega-cygnis Union,Scientific,74.52,50.0,19.5,4.98,0.04
1,100,f94aaeed85,Allied Cygnite Systems,Scientific,84.08,50.0,23.88,8.71,1.49
1,100,a9283be55d,The Epsilon-perseis Federation,Industrialist,76.29,50.0,14.26,5.93,6.1
1,100,27d9c8dc46,The Perseian Federation,Industrialist,68.71,50.0,9.73,4.96,4.03
1,100,2c89a9e0dc,Scientific Persean Union,Scientific,77.69,50.0,22.13,5.56,0.0
1,100,c45231c414,Scientific Epsilon-perseis Union,Scientific,58.89,31.78,20.89,5.87,0.35
1,100,7fdb421436,Consolidated Cygnian Worlds,Industrialist,30.08,0.0,25.0,5.08,0.0
1,100,b323933feb,Allied Solian Systems,Scientific,21.27,0.0,15.95,5.32,0.0
1,100,c5f014b287,Bulgan Directorate,Scientific,52.92,24.91,25.0,3.01,0.0
1,100,8d88177d24,Bulgian Directorate,Scientific,53.26,26.31,18.8,5.19,2.96
1,100,e1c4b2ed14,Scientific Vesperan Union,Scientific,23.21,0.0,18.34,4.87,0.0
1,100,a568c633c8,Aurelari Directorate,Scientific,11.49,0.0,7.5,3.99,0.0
1,100,0187c7d64a,The Vesperan Federation,Isolationist,80.35,50.0,20.68,5.67,3.99
1,100,189d8d8d1b,Valite Directorate,Scientific,69.24,50.0,14.56,4.66,0.02
1,100,57f00e3f50,Unified Vesperite Council,Scientific,62.43,50.0,7.44,4.96,0.04
1,100,d427d38a9f,Unified Kaelumex Council,Scientific,65.32,42.52,17.2,5.6,0.0
1,100,f1337406a3,Thranan Directorate,Scientific,34.28,20.33,9.01,4.94,0.0
1,100,ecbe2dc98a,Zelari Commonwealth,Scientific,85.35,50.0,25.0,5.63,4.72
1,100,354b63d6d6,Scientific Solex Union,Scientific,67.53,50.0,12.5,5.03,0.0
1,100,fce0550f04,Unified Thranian Council,Scientific,73.87,50.0,18.07,5.1,0.7
1,100,f7a8fcf1b2,Scientific Aurelari Union,Scientific,50.1,26.9,17.7,4.43,1.07
1,100,8c80ad65b6,Orionex Directorate,Scientific,71.35,50.0,12.17,5.24,3.94
1,100,65154f1c30,Scientific Kaeluman Union,Scientific,54.29,36.2,12.53,5.57,0.0
1,100,e6f9f9e411,Unified Kaelumex Council,Scientific,17.72,0.0,12.5,5.22,0.0
1,100,24e153416d,Unified Aurelis Council,Scientific,42.41,24.95,12.5,4.96,0.0
1,100,38ade68c1e,Scientific Thranex Union,Scientific,74.33,50.0,15.83,4.56,3.93
1,100,eacab5ee97,Thranan Directorate,Scientific,66.79,50.0,8.09,5.03,3.67
1,100,fadaa4a404,Valian Directorate,Scientific,72.33,50.0,18.36,3.95,0.02
1,100,ebda9e7b67,Solite Directorate,Scientific,53.11,30.37,18.37,4.1,0.26
1,100,de8a7cab3b,Unified Merian Council,Scientific,62.5,50.0,6.25,5.9,0.34
1,100,5573af18db,Merian Directorate,Scientific,63.83,46.59,12.5,4.74,0.0
1,100,e13216033f,Meroid Directorate,Scientific,53.01,34.03,12.5,5.92,0.56
1,100,bee1d78260,Zylarian Commonwealth,Industrialist,77.27,50.0,16.08,6.46,4.74
1,100,2a8b6fc81d,Unified Zylarite Council,Scientific,80.36,50.0,25.0,5.36,0.0
1,100,2320636026,Unified Valian Council,Scientific,67.88,50.0,8.78,4.83,4.26
1,100,e976b29c9d,Scientific Orionoid Union,Scientific,39.02,19.88,12.5,5.62,1.01
1,100,dc0074adc3,Unified Valite Council,Scientific,67.83,50.0,12.64,5.19,0.0
1,100,303a3df484,Unified Zelex Council,Scientific,59.96,31.21,20.96,5.64,2.15
1,100,02b9381952,Aurelian Directorate,Scientific,72.54,50.0,16.58,5.66,0.3
1,100,08caaac3af,Unified Orionian Council,Scientific,78.98,50.0,25.0,3.98,0.0
1,100,0ad458611c,Unified Orionian Council,Scientific,40.41,22.28,12.27,5.25,0.61
1,100,c2fe0ab024,Unified Orionan Council,Scientific,72.9,50.0,11.36,5.72,5.82
1,100,91474e8269,Vesperian Directorate,Scientific,33.16,15.2,12.99,4.97,0.0
1,100,32d2bbd884,Unified Zelan Council,Scientific,79.74,50.0,25.0,4.71,0.03
1,100,f343101fe6,Unified Aurelari Council,Scientific,74.28,50.0,14.71,5.74,3.84
1,100,1cf19da3a9,Unified Merex Council,Scientific,71.29,50.0,15.54,5.71,0.03
1,100,fc241018ec,Kaelumis Directorate,Isolationist,63.41,37.82,20.88,4.71,0.0
1,100,2c6958242d,Merian Commonwealth,Scientific,63.62,50.0,8.84,4.74,0.04
1,100,950050e41a,Zylarite Commonwealth,Industrialist,52.41,27.14,17.46,4.48,3.32
1,100,7ec564c9db,Scientific Valex Union,Scientific,80.1,50.0,25.0,3.92,1.18
1,100,2e4e7545f5,Unified Xenian Council,Scientific,79.59,50.0,25.0,4.59,0.0
1,100,f9c2058d1a,Zylarian Directorate,Scientific,86.09,50.0,25.0,5.7,5.39
1,100,28100766c8,Bulgite Directorate,Scientific,29.76,0.0,25.0,4.76,0.0
1,100,bbf8578e8c,Unified Orionite Council,Scientific,80.18,50.0,24.6,5.57,0.0
1,100,8478dfd6f7,Merari Directorate,Industrialist,65.91,50.0,9.32,5.16,1.43
1,100,6f1e390274,Kaelumis Directorate,Scientific,53.43,33.0,12.5,6.18,1.75
1,100,b12b67a0db,Unified Zelian Council,Scientific,68.81,50.0,9.07,6.44,3.3
1,100,28728de334,Scientific Xenite Union,Scientific,80.0,50.0,25.0,4.99,0.0
1,100,5d6505f12a,Unified Aurelis Council,Scientific,29.12,13.73,9.26,4.13,2.0
1,100,2c64149009,Unified Vesperex Council,Scientific,75.32,50.0,19.04,5.97,0.31
1,100,ed45fe3a8d,Vesperari Directorate,Scientific,40.6,24.02,12.5,3.89,0.18
1,100,b1f20b8a8c,The Aurelan Federation,Industrialist,75.73,50.0,20.33,5.4,0.0
1,100,43cb04ad80,Xenoid Directorate,Scientific,12.24,0.0,6.84,5.4,0.0
1,100,3a375c2f6d,Scientific Xenan Union,Scientific,65.7,50.0,8.95,5.26,1.49
1,100,0fa7096d5a,Zelis Directorate,Scientific,74.85,49.12,20.17,5.55,0.0
1,100,3c196b299c,Scientific Vesperari Union,Scientific,64.36,50.0,8.1,4.03,2.24
1,100,1a67be5b7f,Scientific Zelite Union,Scientific,41.57,20.11,12.5,5.24,3.72
1,100,862f6cbc45,Unified Thranan Council,Scientific,72.78,50.0,17.9,4.87,0.0
1,100,9883f23173,Consolidated Aureloid Worlds,Scientific,74.49,50.0,19.2,5.27,0.02
1,100,22c13af7a1,Unified Vesperoid Council,Scientific,73.71,44.2,21.89,6.02,1.6
1,100,ac70f57b73,Unified Solex Council,Scientific,65.03,38.9,19.89,6.03,0.21
1,100,60a971a839,Cygnan Directorate,Scientific,78.2,50.0,22.58,5.13,0.49
1,100,e941b86692,Cygnite Commonwealth,Diplomatic,63.71,50.0,9.66,4.04,0.0
1,100,8dcb447d0f,Cygnian Directorate,Scientific,51.46,32.54,12.5,5.58,0.84
1,100,0130446f7e,Scientific Kaelumis Union,Scientific,77.47,50.0,21.2,5.66,0.6
1,100,d1ebd8161b,Unified Meran Council,Industrialist,68.5,50.0,12.5,6.0,0.0
1,100,d056d7ce4a,Scientific Thranex Union,Scientific,58.38,32.84,18.74,5.53,1.27
1,100,74136dc7b0,The Solari Federation,Industrialist,73.96,50.0,10.53,5.87,7.57
1,100,61dc46303f,Consolidated Zelis Worlds,Scientific,68.04,50.0,11.94,4.77,1.33
1,100,8fbf42f886,Vesperis Commonwealth,Isolationist,75.64,50.0,19.32,5.72,0.6
1,100,7388512271,Unified Orionari Council,Scientific,75.75,50.0,19.96,5.78,0.0
1,100,b6ae409cbf,Unified Vesperite Council,Scientific,52.99,25.43,21.64,5.82,0.1
1,100,622de7102b,Orionite Commonwealth,Industrialist,19.46,0.0,14.93,4.53,0.0
1,100,996190e522,Orionan Directorate,Scientific,42.04,16.91,18.96,6.16,0.0
1,100,f7bd18e491,Thranis Commonwealth,Scientific,66.25,50.0,7.48,5.72,3.04
1,100,556d6c2378,Meroid Directorate,Scientific,70.98,47.4,17.0,6.58,0.0
1,100,ff559623e3,Consolidated Merian Worlds,Industrialist,65.67,50.0,9.89,5.5,0.28
1,100,a38e0777cd,Zelex Directorate,Scientific,45.74,23.62,12.5,5.89,3.73
1,100,4c2540c708,Unified Orionoid Council,Scientific,23.94,0.0,20.16,3.77,0.0
1,100,b7069c3852,Unified Orionex Council,Scientific,53.12,26.84,20.65,5.62,0.0
1,100,81714ff4c3,Consolidated Xenari Worlds,Scientific,71.22,50.0,12.5,5.18,3.54
1,100,f3f5dfde4c,Scientific Zelis Union,Scientific,78.17,50.0,23.0,5.17,0.0
1,100,e12feef736,Scientific Kaeluman Union,Scientific,68.02,50.0,12.5,4.61,0.91
1,100,fba15f0324,Unified Vesperoid Council,Scientific,63.09,50.0,8.83,4.09,0.17
1,100,350e107aae,Allied Aurelan Systems,Militaristic,75.63,50.0,20.04,5.48,0.1
1,100,22091a7056,Scientific Zylaris Union,Scientific,58.13,40.78,12.5,4.85,0.0
1,100,03d3903c7c,Unified Orionex Council,Scientific,71.86,50.0,16.17,5.61,0.08
1,100,2211d3100d,Kaelumex Directorate,Scientific,67.33,50.0,9.47,5.41,2.45
1,100,459f704847,Thranari Directorate,Scientific,68.98,50.0,12.5,6.42,0.06
1,100,575810e85b,Scientific Orionex Union,Scientific,59.93,31.62,22.5,5.81,0.0
1,100,182edcdd37,Aurelan Commonwealth,Scientific,17.21,0.0,12.5,4.71,0.0
1,100,e47a782635,The Xi-sagittariis Federation,Industrialist,14.81,0.0,9.38,5.43,0.0
1,100,2705d84a32,Unified Vesperari Council,Scientific,67.63,48.0,14.39,5.25,0.0
1,100,92810d80b3,The Aurelis Federation,Scientific,72.46,46.26,17.48,5.92,2.8
1,100,7e5521abbb,Scientific Kaelumis Union,Scientific,55.44,27.22,22.85,5.18,0.19
1,100,b9ec32251d,Allied Zylarian Systems,Scientific,79.69,50.0,25.0,4.62,0.08
1,100,7c376afd56,The Kaelumis Federation,Industrialist,67.16,50.0,11.39,5.77,0.0
1,100,0cb785b3d6,Kaelumite Commonwealth,Scientific,44.93,23.44,12.5,6.12,2.86
1,100,7bf42c3a49,Sagittariite Directorate,Scientific,14.64,0.0,9.44,5.19,0.0
1,100,c3b1779520,Aurelis Commonwealth,Scientific,25.68,0.0,19.68,6.0,0.0
1,100,37a4cea3d7,Consolidated Solite Worlds,Scientific,73.82,50.0,15.8,5.11,2.9
1,100,57733c8324,Scientific Merite Union,Scientific,69.15,39.27,25.0,4.88,0.0
1,100,467216187a,Allied Thranex Systems,Scientific,69.98,50.0,13.5,5.67,0.81
1,100,e00bc2a5e5,Thranite Directorate,Scientific,26.58,0.0,20.78,5.8,0.0
1,100,b2c9872c2d,Unified Sagittariite Council,Scientific,63.53,50.0,8.98,4.55,0.0
1,100,792f609a6f,Unified Sagittariite Council,Scientific,55.91,28.05,21.94,5.38,0.53
1,100,b9c3618013,Unified Sagittariite Council,Scientific,84.86,50.0,25.0,5.59,4.26
1,100,3aa8ce54ee,Allied Sagittariian Systems,Industrialist,66.55,50.0,8.44,5.98,2.13
1,100,4b4e90bd89,The Meran Federation,Scientific,27.97,0.0,22.5,5.47,0.0
1,100,764f599826,Unified Solite Council,Scientific,69.16,41.69,21.88,5.59,0.0
1,100,83c39baf65,Zylarite Directorate,Scientific,69.02,45.03,18.1,5.9,0.0
1,100,927dbfac0b,Scientific Kaelumis Union,Scientific,63.33,50.0,7.68,5.63,0.02
1,100,8e65d7f5b1,Scientific Zeloid Union,Explorer,66.44,50.0,8.37,6.09,1.98
1,100,f0f8b2423b,Xenex Directorate,Scientific,52.62,24.77,22.26,5.6,0.0
1,100,31aeef2350,Scientific Solian Union,Scientific,70.71,50.0,14.35,4.83,1.53
1,100,83775e646f,Consolidated Thranite Worlds,Scientific,74.06,50.0,13.46,5.58,5.03
1,100,2ed96a351c,Unified Valite Council,Scientific,42.82,24.54,12.5,5.78,0.0
1,100,c1cc584fd5,Unified Merite Council,Scientific,70.15,50.0,12.5,5.52,2.13
1,100,11452e96e6,Scientific Zelex Union,Scientific,71.57,50.0,15.87,5.71,0.0
1,100,80ce70725d,Scientific Kaelumian Union,Scientific,53.34,27.02,18.59,5.41,2.31
1,100,75447b1ce9,Zylarian Commonwealth,Industrialist,82.36,50.0,25.0,6.2,1.16
1,100,f61290c372,Scientific Orionari Union,Scientific,17.64,0.0,12.3,5.35,0.0
1,100,71efb681fc,The Aureloid Federation,Scientific,17.06,0.0,12.5,4.56,0.0
1,100,13b6f1c19c,Allied Orionite Systems,Scientific,47.47,23.77,16.9,6.08,0.72
1,100,ee9099d9b7,Vesperan Directorate,Scientific,63.77,50.0,8.05,5.72,0.0
1,100,38d523ac80,Scientific Vesperoid Union,Scientific,76.67,50.0,21.58,5.07,0.01
1,100,4bf29f7756,Scientific Zylaroid Union,Scientific,60.39,50.0,6.31,4.07,0.0
1,100,8a78a0e229,Unified Vesperoid Council,Scientific,59.18,33.0,18.14,5.77,2.27
1,100,5fec320399,Unified Orionan Council,Scientific,83.13,50.0,25.0,6.13,2.0
1,100,822326926a,Unified Meroid Council,Scientific,52.68,23.88,23.11,5.69,0.0
1,100,0a6e8b3547,The Nu-cygnis Federation,Scientific,29.28,0.0,25.0,4.28,0.0
1,100,8bc980ecf5,Unified Meris Council,Scientific,25.38,0.0,21.28,4.09,0.0
1,100,18daa88e4f,Scientific Rho-perseis Union,Scientific,68.16,50.0,12.5,4.83,0.83
1,100,b6d872712f,Scientific Persean Union,Scientific,37.56,20.82,12.5,4.25,0.0
1,100,7c40c9ebf8,Scientific Vesperian Union,Scientific,46.76,26.67,15.61,4.48,0.0
1,100,28f3b831a2,Scientific Aureloid Union,Scientific,76.73,50.0,21.5,5.21,0.01
1,100,20af608f42,Consolidated Orionite Worlds,Diplomatic,16.91,0.0,12.09,4.81,0.0
1,100,f03d90fb8f,Thranite Directorate,Industrialist,71.21,50.0,15.25,5.91,0.05
1,100,3c04f1e4d3,Scientific Xenite Union,Scientific,72.18,50.0,12.5,6.11,3.58
1,100,123f4d1fb7,Aurelian Directorate,Scientific,71.14,46.52,19.28,5.33,0.0
1,100,15474381ae,Scientific Kaelumari Union,Scientific,49.8,30.97,12.5,5.56,0.77
1,100,e905d91038,Allied Zelari Systems,Diplomatic,58.89,32.36,19.12,5.73,1.69
1,100,f7ed0ea8ba,Thranari Commonwealth,Scientific,72.16,50.0,17.03,5.12,0.0
1,100,176da50470,Unified Mu-perseis Council,Scientific,25.24,0.0,19.94,5.3,0.0
1,100,f83f785370,Consolidated Valian Worlds,Scientific,30.47,0.0,25.0,5.47,0.0
1,100,85aec51e58,Consolidated Thranoid Worlds,Isolationist,27.94,0.0,22.79,5.15,0.0
1,100,4c224c8349,Vesperari Directorate,Scientific,20.41,0.0,15.4,5.01,0.0
1,100,37270686ec,Scientific Bulgite Union,Scientific,50.12,29.68,16.25,4.19,0.0
1,100,b9be6a525a,The Bulgite Federation,Diplomatic,82.91,50.0,25.0,5.39,2.52
2,200,f8c1278b86,Consolidated Zelis Worlds,Scientific,62.37,46.0,9.5,5.49,1.38
2,200,4836a15586,Scientific Valan Union,Scientific,64.74,47.02,12.5,5.22,0.0
2,200,ee951bbfab,Kaelumian Directorate,Scientific,13.88,0.0,8.75,5.13,0.0
2,200,b2e833d309,Allied Orionoid Systems,Scientific,25.43,0.0,19.73,5.7,0.0
2,200,faf8d4b64a,Solex Directorate,Scientific,26.33,0.0,21.25,5.08,0.0
2,200,a500abb373,The Zelari Federation,Scientific,28.51,0.0,23.23,5.28,0.0
2,200,9594053f90,Scientific Galacticite Union,Scientific,49.58,24.35,19.46,4.05,1.71
2,200,22b55b78e2,Unified Omicron-galacticis Council,Scientific,75.76,50.0,21.25,4.51,0.0
2,200,185a68bac9,Scientific Solari Union,Scientific,13.4,0.0,7.94,5.46,0.0
2,200,c4f121b6c1,Orionian Directorate,Scientific,14.92,0.0,9.35,5.56,0.0
2,200,70a115d461,Consolidated Aurelite Worlds,Scientific,24.1,0.0,19.73,4.37,0.0
2,200,26b5626b6c,Scientific Thranan Union,Scientific,71.78,50.0,15.29,5.94,0.56
2,200,8a41c4ac34,Valis Directorate,Scientific,55.13,38.83,9.07,5.63,1.6
2,200,15286fa1f5,Consolidated Zelari Worlds,Scientific,66.88,50.0,10.39,6.49,0.0
2,200,ec5efdeb2d,The Bulgite Federation,Scientific,29.6,0.0,25.0,4.6,0.0
2,200,2f0954acad,Scientific Aethelgardian Union,Scientific,48.74,27.15,15.52,4.39,1.68
2,200,c7c9fca9a1,Unified Aethelgardis Council,Scientific,64.0,50.0,8.55,5.45,0.0
2,200,511ff78315,Allied Zeta-cygnis Systems,Scientific,32.87,0.0,24.09,8.77,0.0
2,200,95cba99a70,Consolidated Aureloid Worlds,Diplomatic,69.23,50.0,12.0,5.45,1.79
2,200,73cb158d41,Unified Vesperari Council,Scientific,84.83,50.0,25.0,9.52,0.31
2,200,7419a59432,Unified Merari Council,Scientific,64.76,50.0,9.39,5.37,0.0
2,200,bb1351012f,Zylarian Directorate,Scientific,75.45,46.33,21.46,6.09,1.57
2,200,3be9d94e07,Unified Kaelumoid Council,Scientific,67.68,50.0,11.07,6.0,0.61
2,200,033668785c,The Solis Federation,Industrialist,77.6,50.0,21.73,5.73,0.14
2,200,f8a4edc83b,Consolidated Xenoid Worlds,Industrialist,67.52,50.0,12.5,4.99,0.03
2,200,d2748466c9,Scientific Xenis Union,Scientific,48.66,28.66,14.47,5.53,0.0
2,200,4a7ef72f37,The Bulgite Federation,Scientific,15.75,0.0,12.02,3.73,0.0
2,200,23979e6a05,Unified Persean Council,Scientific,75.74,50.0,20.48,5.26,0.0
2,200,b6e89e8b4d,Allied Chi-perseis Systems,Diplomatic,44.21,24.44,12.5,5.9,1.37
2,200,243eff68e3,Sigma-bulgis Directorate,Scientific,17.99,0.0,12.0,5.99,0.0
2,200,9aa2eff7c3,Persean Directorate,Scientific,29.16,0.0,24.5,4.66,0.0
2,200,5db2756626,Unified Zelian Council,Scientific,53.41,26.21,21.76,5.44,0.0
2,200,37df7ce9be,Unified Xenoid Council,Scientific,68.68,50.0,9.6,8.79,0.29
2,200,63fff6610a,Meris Directorate,Scientific,80.72,50.0,24.5,5.36,0.86
2,200,52d6d92e6b,Unified Xenoid Council,Scientific,65.53,50.0,8.2,6.0,1.34
2,200,ea27a17ca6,The Meris Federation,Diplomatic,72.05,50.0,12.5,6.65,2.89
2,200,962632e3ac,Zylarex Directorate,Scientific,65.33,50.0,10.12,5.21,0.0
2,200,0bfb7074dd,Scientific Xenite Union,Scientific,66.82,33.68,22.58,8.92,1.65
2,200,626215ebea,Scientific Xenoid Union,Scientific,78.88,50.0,22.0,5.35,1.53
2,200,d8145cd1f0,Aurelite Commonwealth,Explorer,74.97,50.0,19.87,5.1,0.0
2,200,7315025cfd,Unified Aurelari Council,Scientific,76.32,50.0,16.99,9.33,0.0
2,200,d853839dba,Allied Zelite Systems,Scientific,47.16,16.51,19.21,10.43,1.01
2,200,c56a0b9792,Allied Elysiis Systems,Industrialist,65.56,50.0,8.75,6.08,0.73
2,200,2173a01d64,Allied Elysiian Systems,Industrialist,49.61,25.6,18.4,5.61,0.0
2,200,35390a1939,Valari Directorate,Scientific,65.92,41.2,18.45,6.27,0.0
2,200,6d4e0abb77,Scientific Zelan Union,Scientific,59.48,44.67,6.52,6.12,2.16
2,200,3a3695c8e9,Consolidated Galactican Worlds,Scientific,22.37,0.0,17.36,5.02,0.0
2,200,494354518b,Unified Zylarite Council,Scientific,48.29,32.52,10.71,5.06,0.0
2,200,a425d5c923,Allied Thranari Systems,Scientific,84.99,50.0,21.76,9.0,4.23
2,200,9cad00795f,Allied Aethelgardian Systems,Diplomatic,68.04,50.0,8.23,6.06,3.75
2,200,155f4eead5,The Aethelgardan Federation,Scientific,66.0,44.42,15.96,4.7,0.92
2,200,35b25d7eaf,Unified Aethelgardis Council,Scientific,68.28,50.0,12.5,5.5,0.28
2,200,4e674c46b8,Aethelgardan Directorate,Scientific,63.1,50.0,8.94,4.14,0.02
2,200,e4a60e62b6,Unified Zeloid Council,Scientific,77.67,50.0,21.82,5.75,0.1
2,200,24423298c0,Scientific Zylaroid Union,Scientific,73.21,50.0,17.38,5.74,0.1
2,200,95985a8620,Xenan Directorate,Scientific,52.03,33.54,12.5,5.84,0.16
2,200,80be4440e8,Kaelumis Directorate,Scientific,68.95,50.0,11.25,6.36,1.34
2,200,c7a93adf27,The Thranis Federation,Scientific,70.76,50.0,12.5,5.85,2.4
2,200,df2217070a,Allied Thranari Systems,Scientific,76.73,50.0,16.25,6.14,4.35
2,200,c64460376e,Gamma-orionis Directorate,Scientific,73.37,50.0,16.83,5.88,0.65
2,200,53e4b98264,Unified Orionian Council,Scientific,47.61,20.52,17.65,9.23,0.21
2,200,14c594f145,Unified Orionian Council,Scientific,62.96,50.0,7.77,5.13,0.05
2,200,abb26e55dc,Consolidated Orionian Worlds,Scientific,80.11,50.0,24.5,5.55,0.06
2,200,075b3fb3b1,Unified Theta-orionis Council,Scientific,68.68,50.0,13.03,5.65,0.0
2,200,d401178af2,Theta-orionis Commonwealth,Scientific,51.5,33.6,12.5,5.17,0.23
2,200,6dfc531f16,Unified Xenis Council,Scientific,29.0,0.0,23.25,5.76,0.0
2,200,36b91772ac,Unified Orionis Council,Scientific,19.27,0.0,14.43,4.84,0.0
2,200,3c983bfdab,Unified Vesperari Council,Scientific,67.59,50.0,11.43,6.13,0.04
2,200,db90f4ff25,Unified Xenan Council,Scientific,51.98,31.21,16.8,3.97,0.0
2,200,cfec2df928,Consolidated Zylarex Worlds,Industrialist,68.9,50.0,4.58,5.89,8.44
2,200,a189e2924d,The Thranian Federation,Scientific,76.69,50.0,13.54,5.87,7.28
2,200,30e300e760,Scientific Sagittariite Union,Scientific,66.18,50.0,8.75,7.14,0.29
2,200,65ea513ebb,Unified Sagittarian Council,Scientific,48.28,30.97,12.0,5.31,0.0
2,200,6fbfc2a11d,Unified Orionite Council,Scientific,74.39,50.0,18.64,5.7,0.04
2,200,bceea7e00e,Unified Orionan Council,Scientific,68.29,50.0,11.14,5.89,1.26
2,200,9875fc03a4,Orionian Directorate,Scientific,68.05,37.55,20.71,9.44,0.35
2,200,81601b2e5e,Unified Sigma-orionis Council,Scientific,70.3,50.0,13.75,6.32,0.23
2,200,72196fa906,Sigma-orionis Commonwealth,Isolationist,80.96,50.0,21.38,6.16,3.41
2,200,3c4760ddea,Zelis Commonwealth,Scientific,22.23,0.0,12.13,10.1,0.0
2,200,9d578c755a,Scientific Zelian Union,Scientific,19.21,0.0,9.36,9.85,0.0
2,200,23094db297,Allied Solian Systems,Isolationist,14.4,0.0,9.5,4.9,0.0
2,200,642e75a08d,Scientific Thranan Union,Scientific,16.55,0.0,7.73,8.82,0.0
2,200,b619dd5fb5,Scientific Thranan Union,Scientific,71.92,50.0,10.77,10.02,1.14
2,200,e3ba98a843,Unified Valoid Council,Scientific,52.5,30.67,15.53,6.06,0.23
2,200,50f9748c73,Scientific Vesperex Union,Scientific,65.83,50.0,10.09,5.7,0.04
2,200,3e1c9fe27e,Cygnian Directorate,Scientific,68.79,50.0,12.5,5.99,0.3
2,200,cb16d2a5bc,Gamma-cygnis Directorate,Scientific,55.11,24.25,25.0,5.86,0.0
2,200,340e3912e2,Cygnite Directorate,Scientific,80.54,50.0,24.5,5.51,0.53
2,200,6ebb371c3c,The Tau-galacticis Federation,Scientific,18.05,0.0,12.0,6.05,0.0
2,200,1b37c066da,Valis Commonwealth,Scientific,16.12,0.0,11.25,4.87,0.0
2,200,f4a721a47f,Gamma-galacticis Directorate,Scientific,17.36,0.0,12.21,5.15,0.0
2,200,63d8758b53,The Aurelex Federation,Scientific,16.68,0.0,9.43,7.25,0.0
2,200,415811daec,Solian Directorate,Scientific,81.17,50.0,19.53,9.36,2.29
